tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-M-DC-2019-G2-AO-M-NZL-INA-01,Davis Cup G2 R1: NZL vs INA,Hard,4,D,20190914,4,209188,,,Ari Fahresi,U,,INA,,208055,,,Ajeet Rai,R,188,NZL,20.6,6-3 2-6 [10-7],3,RR,,,,,,,,,,,,,,,,,,,,,,744,22
1999-421,Canada Masters,Hard,56,M,19990802,10,102563,11,,Thomas Johansson,R,180,SWE,24.3,103225,,WC,Simon Larose,R,190,CAN,21.0,6-2 6-3,3,R64,89,11,1,45,24,22,12,8,0,0,5,2,100,63,40,12,9,18,22,22,1437,500,52
2001-560,US Open,Hard,128,G,20010827,35,102035,,,Jonas Bjorkman,R,183,SWE,29.4,102607,,,Juan Balcells,R,190,ESP,26.1,7-6(3) 6-2 6-2,5,R128,119,3,4,101,60,46,22,14,5,6,3,4,98,63,37,17,14,6,11,51,715,61,661
2018-M024,Cincinnati Masters,Hard,64,M,20180813,284,133430,,,Denis Shapovalov,L,185,CAN,19.3,106378,14,,Kyle Edmund,R,188,GBR,23.5,6-4 7-5,3,R32,112,3,5,75,43,33,16,11,8,10,7,4,93,64,37,14,11,12,16,32,1305,16,1950
1994-497,Zaragoza,Carpet,32,A,19940307,19,102338,3,,Yevgeny Kafelnikov,R,190,RUS,20.0,101869,,WC,Juan Luis Tati Rascon,R,,ESP,23.0,6-3 6-4,3,R16,64,0,1,53,41,29,7,10,1,3,4,7,50,35,24,4,9,0,4,37,906,410,59
1968-583,Manchester,,,A,19680603,134,100103,,,Peter Curtis,R,,GBR,22.7,112508,,,Graham Primrose,U,,AUS,29.2,3-6 10-8 8-6,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1993-D041,Davis Cup WG R1: ESP vs NED,Clay,4,D,19930326,1,101235,,,Paul Haarhuis,R,188,NED,27.0,101843,,,Sergi Bruguera,R,188,ESP,22.1,6-3 4-6 4-6 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,50,690,16,1521
2015-410,Monte Carlo Masters,Clay,56,M,20150412,6,104252,,,Florian Mayer,R,190,GER,31.5,104022,,WC,Mikhail Youzhny,R,183,RUS,32.7,7-6(8) 6-4,3,R64,92,6,0,68,43,31,16,11,1,2,1,0,72,42,28,16,11,2,4,,,58,825
2001-468,Estoril,Clay,32,A,20010409,30,102456,,Q,Felix Mantilla,R,180,ESP,26.5,102318,5,,Andrei Pavel,R,183,ROU,27.1,6-2 3-6 6-2,3,SF,127,3,2,81,45,31,20,12,3,6,3,0,79,56,35,9,13,2,8,105,380,23,1260
2012-560,US Open,Hard,128,G,20120827,16,104607,6,,Tomas Berdych,R,196,CZE,26.9,105676,,,David Goffin,R,180,BEL,21.7,7-5 6-3 6-3,5,R128,163,17,1,112,61,47,22,15,16,18,6,8,111,62,40,21,15,7,13,7,4200,56,791
1985-520,Roland Garros,Clay,128,G,19850527,124,100656,2,,Ivan Lendl,R,188,USA,25.2,101073,,,Martin Jaite,R,178,ARG,20.6,6-4 6-2 6-4,5,QF,,,,,,,,,,,,,,,,,,,,2,,53,
1988-D053,Davis Cup G1 SF: KOR vs PHI,Clay,4,D,19880408,2,101017,,,Gap Taik Ro,R,173,KOR,24.0,108055,,,Raymond Suarez,R,,PHI,25.1,6-2 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,960,,960,
1989-580,Australian Open,Hard,128,G,19890116,27,100628,,,Michiel Schapers,R,201,NED,29.2,101731,,,Nuno Marques,L,190,POR,18.7,6-3 6-4 6-4,5,R128,,,,,,,,,,,,,,,,,,,,50,,228,
1977-705,North Conway,Clay,64,A,19770731,246,100315,,,Hank Pfister,R,193,USA,23.8,100359,,,Richard Lewis,L,,GBR,22.6,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,41,,,
1984-343,Columbus,Hard,32,A,19840813,294,100502,,WC,Vincent Van Patten,R,180,USA,26.8,100276,,,Terry Moor,L,178,USA,32.3,7-5 6-4,3,QF,,,,,,,,,,,,,,,,,,,,85,,56,
1985-406,Brussels,Carpet,32,A,19850311,15,100962,,Q,Thomas Hogstedt,R,190,SWE,21.4,101158,,,John Frawley,R,173,AUS,19.6,6-3 4-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,87,,73,
2009-375,Lyon,Hard,32,A,20091026,19,103344,3,,Ivan Ljubicic,R,193,CRO,30.6,103017,,,Nicolas Kiefer,R,183,GER,32.3,6-3 3-6 6-3,3,R16,103,27,0,73,52,44,11,14,0,1,9,3,89,61,46,10,13,9,11,29,1230,98,537
1990-336,Hong Kong,Hard,32,A,19900423,27,101234,,,Patrik Kuhnen,R,190,GER,24.1,101242,,Q,Brad Pearce,R,175,USA,24.0,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,96,283,127,217
1988-434,Seoul,Hard,32,A,19880418,2,100957,,,Greg Holmes,R,178,USA,24.6,100553,,,Nduka Odizor,R,183,NGR,29.6,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,162,,132,
1992-329,Tokyo Outdoor,Hard,56,A,19920406,20,100628,,,Michiel Schapers,R,201,NED,32.4,101242,,Q,Brad Pearce,R,175,USA,26.0,6-4 3-6 6-1,3,R64,97,3,1,77,52,40,13,13,2,4,1,1,77,45,26,20,13,6,10,59,558,405,48
1994-580,Australian Open,Hard,128,G,19940117,8,100656,15,,Ivan Lendl,R,188,USA,33.8,102257,,,Greg Rusedski,L,193,GBR,20.3,6-4 7-6(4) 7-5,5,R128,,6,2,114,79,64,21,17,5,6,12,10,156,90,69,26,17,13,16,17,1482,51,683
2001-375,Lyon,Carpet,32,A,20011008,29,103344,,,Ivan Ljubicic,R,193,CRO,22.5,103498,3,,Marat Safin,R,193,RUS,21.6,6-7(3) 7-6(4) 7-6(7),3,SF,169,19,1,125,55,47,40,18,7,8,7,1,127,66,55,33,18,3,4,48,778,7,2625
1973-309,Madrid,Clay,64,A,19731021,270,100282,,,Guillermo Vilas,L,180,ARG,21.1,100220,,,Jiri Hrebec,R,,CZE,23.0,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,31,0,43,0
1972-317,Hilversum,Hard,64,A,19720801,280,100013,,,Neale Fraser,L,185,AUS,38.8,103616,,,Andre Van Der Merwe B,R,,RSA,,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-9204,Kingston,Hard,32,A,19690224,281,100141,,,Zeljko Franulovic,R,,CRO,21.7,210821,,,Richard Thompson,U,,JAM,,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1974-429,Stockholm,Hard,64,A,19741104,15,100040,,,Bob Hewitt,R,190,RSA,34.8,108453,,,Ulf Eriksson,R,,SWE,,7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,,59,,,
1991-418,Washington,Hard,56,A,19910715,46,100763,3,,Brad Gilbert,R,185,USA,29.9,101205,13,,Grant Connell,L,185,CAN,25.6,6-3 6-2,3,R16,75,10,2,60,42,32,7,8,3,3,3,6,51,24,17,11,9,1,5,20,1120,70,517
2009-321,Stuttgart,Clay,32,A,20090713,23,104926,,,Fabio Fognini,R,178,ITA,22.1,103908,,,Paul Henri Mathieu,R,185,FRA,27.4,6-4 4-1 RET,3,R16,59,4,3,40,27,20,7,7,0,1,3,0,40,20,12,8,8,2,6,67,875,39,1175
2001-410,Monte Carlo Masters,Clay,64,M,20010416,45,102259,,WC,Jerome Golmard,L,188,FRA,27.6,102287,,,Albert Portas,R,188,ESP,27.4,6-4 7-6(2),3,R32,97,5,0,69,37,26,16,11,2,5,10,6,77,29,21,21,11,4,8,63,648,46,770
1976-344,Caracas WCT,Clay,16,A,19760330,10,100309,3,,Raul Ramirez,R,183,MEX,22.7,100229,,,Dick Stockton,R,188,USA,25.1,7-6(2) 3-6 7-6(5),3,QF,,,,,,,,,,,,,,,,,,,,,,,
1968-9329,Lima NTL,Clay,4,A,19681031,300,100030,,,Fred Stolle,R,190,AUS,30.0,100026,,,Andres Gimeno,R,185,ESP,31.2,2-6 6-2 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,
2022-0807,Acapulco,Hard,32,A,20220221,293,106421,1,,Daniil Medvedev,R,198,RUS,26.0,104665,,PR,Pablo Andujar,R,180,ESP,36.0,6-1 6-2,3,R16,63,7,2,46,25,22,12,8,1,1,0,1,38,27,14,3,7,2,6,2,8435,68,890
2005-560,US Open,Hard,128,G,20050829,79,103018,30,,Max Mirnyi,R,196,BLR,28.1,103722,,,Florent Serra,R,180,FRA,24.4,7-6(5) 6-7(4) 6-4 7-6(4),5,R64,171,26,11,144,75,62,37,23,4,7,10,4,145,87,64,31,23,2,6,32,1055,74,511
1994-D059,Davis Cup G2 SF: LAT vs MAR,Hard,4,D,19940923,5,102271,,,Hicham Arazi,L,175,MAR,20.9,100943,,,Girts Dzelde,R,173,LAT,31.1,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,186,225,1001,5
2012-500,Halle,Grass,28,A,20120611,24,103819,2,,Roger Federer,R,185,SUI,30.8,105683,5,,Milos Raonic,R,196,CAN,21.4,6-7(4) 6-4 7-6(3),3,QF,119,9,0,94,65,53,24,17,0,0,25,2,99,65,58,18,17,3,4,3,9310,21,1540
2014-6710,Dusseldorf,Clay,28,A,20140518,16,104797,,,Denis Istomin,R,188,UZB,27.6,106186,,Q,Jason Kubler,R,178,AUS,20.9,3-6 6-4 6-2,3,R16,98,4,1,83,57,38,14,14,4,7,0,5,77,46,29,15,13,5,9,57,845,352,125
1983-401,Philadelphia,Carpet,64,A,19830131,11,100452,,,Bill Scanlon,R,185,USA,26.2,100765,,,Rodney Harmon,R,188,USA,21.4,6-7 6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,,71,,66,
1992-429,Stockholm Masters,Carpet,48,M,19921026,23,101529,12,,Michael Stich,R,193,GER,24.0,101543,,,Jeff Tarango,L,180,USA,23.9,6-3 7-6(5),3,R32,83,14,3,53,29,28,15,10,1,2,2,5,79,47,29,16,11,3,6,17,1288,44,716
1979-709,Sarasota,Carpet,32,A,19790212,27,100532,5,,Johan Kriek,R,175,USA,20.8,100456,,,Ferdi Taygan,R,173,USA,22.1,7-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,,28,,,
1970-9291,Newport 2,Grass,8,A,19700826,291,100058,,,Roger Taylor,L,183,GBR,28.8,100075,,,Owen Davidson,L,185,AUS,26.8,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,,,
1997-402,Memphis,Hard,48,A,19970217,12,101318,,,Javier Frana,L,185,ARG,30.1,101382,,,Marcelo Filippini,R,178,URU,29.5,6-4 6-4,3,R64,77,8,0,55,32,30,12,10,2,2,2,2,70,41,26,17,10,5,7,108,422,77,597
1983-325,Palermo,Clay,32,A,19830912,12,100769,3,,Mario Martinez,R,170,BOL,21.9,100738,,Q,Schalk Van Der Merwe,R,,RSA,22.4,6-2 5-7 6-3,3,R32,,,,,,,,,,,,,,,,,,,,35,,,
1983-417,Boston,Clay,56,A,19830711,28,100653,8,,Andres Gomez,L,193,ECU,23.3,100797,,Q,Ben Testerman,L,185,USA,21.4,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,31,,,
1988-317,Hilversum,Clay,32,A,19880725,12,101147,3,,Claudio Mezzadri,R,180,SUI,23.1,101332,,,Gilad Bloom,L,173,ISR,21.4,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,45,,138,
1982-345,Monterrey,Carpet,32,A,19820222,5,100436,,,Nick Saviano,L,180,USA,25.7,100586,3,,Eliot Teltscher,R,178,USA,22.9,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,8,
2022-9663,Sydney,Hard,32,A,20220110,279,202195,,SE,Maxime Cressy,R,198,USA,24.6,105173,,,Adrian Mannarino,L,183,FRA,33.5,6-3 7-5,3,R32,82,12,2,58,40,33,10,11,2,3,2,2,60,40,26,9,10,0,3,75,838,70,879
1990-540,Wimbledon,Grass,128,G,19900625,87,101964,,,Goran Ivanisevic,L,193,CRO,18.7,101358,,,Olivier Delaitre,R,170,FRA,23.0,6-2 6-0 4-6 6-7 6-3,5,R64,,,,,,,,,,,,,,,,,,,,38,574,111,266
1993-434,Seoul,Hard,32,A,19930419,2,101482,,,Markus Zoecke,R,196,GER,24.9,101066,,,Richard Matuszewski,R,188,USA,28.6,7-6(3) 7-5,3,R32,91,4,2,81,53,38,14,12,4,6,5,2,80,53,34,12,12,6,9,161,253,145,296
1991-D007,Davis Cup WG R1: TCH vs AUT,Carpet,4,D,19910201,4,101861,,,Thomas Buchmayer,L,185,AUT,19.9,101120,,,Karel Novacek,R,190,CZE,25.8,7-6(7) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,324,55,32,836
1977-308,Munich,Clay,32,A,19770426,16,100037,,,Nikola Pilic,L,191,CRO,37.6,100297,2,,Corrado Barazzutti,R,178,ITA,24.1,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,93,,19,
1987-420,Stratton Mountain,Hard,64,A,19870803,270,100656,1,,Ivan Lendl,R,188,USA,27.4,100833,,WC,Marc Flur,R,190,USA,25.1,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,,1,,113,
2003-560,US Open,Hard,128,G,20030825,110,101962,22,,Younes El Aynaoui,R,193,MAR,31.9,102562,10,,Jiri Novak,R,190,CZE,28.4,7-6(1) 5-7 3-6 6-3 7-6(5),5,R32,208,27,1,170,129,96,18,27,6,10,7,7,171,109,81,34,27,11,14,21,1260,10,1795
2010-568,St. Petersburg,Hard,32,A,20101025,28,105011,,,Illya Marchenko,R,185,UKR,23.1,103794,,,Benjamin Becker,R,178,GER,29.3,6-4 2-6 6-2,3,QF,112,3,8,77,52,36,12,13,3,6,2,2,73,40,30,13,13,2,6,99,559,57,832
2022-0499,Delray Beach,Hard,32,A,20220214,282,200624,5,,Sebastian Korda,R,196,USA,21.6,106423,,,Thanasi Kokkinakis,R,196,AUS,25.8,6-4 6-1,3,R32,75,4,2,50,34,24,11,9,0,1,2,3,52,27,16,10,8,4,8,43,1276,94,719
1995-540,Wimbledon,Grass,128,G,19950626,4,101647,,,Byron Black,R,175,ZIM,25.7,102443,,WC,Barry Cowan,L,188,GBR,20.8,6-4 7-5 6-1,5,R128,109,5,2,92,61,46,20,14,6,7,10,7,119,59,44,22,15,6,12,57,719,336,93
1997-747,Beijing,Hard,32,A,19970929,11,102925,,,Justin Gimelstob,R,196,USA,20.6,101833,,Q,Michael Tebbutt,L,190,AUS,26.7,4-6 6-3 6-4,3,R32,127,6,5,92,51,40,24,15,1,3,13,4,88,48,35,20,14,7,10,81,589,197,221
1988-520,Roland Garros,Clay,128,G,19880523,36,101084,,,Jakob Hlasek,R,188,SUI,23.5,101703,,WC,Guillaume Raoux,R,180,FRA,18.2,6-1 7-6 6-1,5,R128,,,,,,,,,,,,,,,,,,,,41,,,
2010-540,Wimbledon,Grass,128,G,20100621,99,104607,12,,Tomas Berdych,R,196,CZE,24.7,104797,,,Denis Istomin,R,188,UZB,23.7,6-7(1) 7-6(5) 6-7(8) 6-3 6-4,5,R32,233,34,5,175,109,96,36,28,3,4,20,3,179,131,101,26,27,10,13,13,2825,70,715
2002-540,Wimbledon,Grass,128,G,20020624,74,101965,,,Wayne Ferreira,R,185,RSA,30.7,103344,30,,Ivan Ljubicic,R,193,CRO,23.2,6-4 6-4 3-6 4-6 6-3,5,R64,167,26,1,135,73,62,38,24,5,7,14,6,149,98,71,27,24,7,10,51,740,36,974
1974-309,Madrid,Clay,64,A,19741013,38,100325,,,Ulrich Pinner,R,178,GER,20.6,100062,14,,Francois Jauffret,R,180,FRA,32.6,7-5 3-6 10-8,3,R32,,,,,,,,,,,,,,,,,,,,174,,25,
1992-421,Canada Masters,Hard,56,M,19920720,32,100581,5,,John McEnroe,L,180,USA,33.4,101026,,,Jim Grabb,R,193,USA,28.2,6-1 6-1,3,R32,69,6,2,40,23,19,9,7,1,2,2,5,50,27,16,4,7,4,10,18,1246,72,519
1994-326,Kuala Lumpur,Carpet,32,A,19940926,8,101249,,,Andrei Olhovskiy,R,185,RUS,28.4,101783,5,,Mark Petchey,R,183,GBR,24.1,6-7(5) 7-5 6-3,3,R32,112,10,9,113,67,56,25,17,2,2,9,12,109,64,48,24,16,7,9,101,462,91,524
1973-408,Milan WCT,Carpet,32,A,19730129,26,100060,4,,Marty Riessen,R,185,USA,31.1,100090,,,Dick Crealy,R,191,AUS,28.3,6-3 6-0,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2010-360,Casablanca,Clay,28,A,20100405,24,103722,8,,Florent Serra,R,180,FRA,29.0,104198,2,,Guillermo Garcia Lopez,R,188,ESP,26.8,6-2 6-2,3,QF,75,4,0,53,37,26,10,8,5,5,0,3,48,28,17,8,8,6,10,57,770,40,964
1991-422,Cincinnati Masters,Hard,56,M,19910805,22,100757,,,Anders Jarryd,R,180,SWE,30.0,101298,16,,Jonas Svensson,R,188,SWE,24.7,6-7(2) 7-5 6-4,3,R64,130,5,1,107,63,48,25,17,1,2,5,1,94,55,44,21,17,5,8,31,818,21,1039
1996-422,Cincinnati Masters,Hard,56,M,19960805,32,101964,5,,Goran Ivanisevic,L,193,CRO,24.8,102035,,,Jonas Bjorkman,R,183,SWE,24.3,6-0 6-4,3,R32,54,14,1,42,21,19,13,8,0,0,5,1,54,30,19,9,8,2,6,6,2745,58,782
1977-361,Santiago,Clay,32,A,19771114,26,100526,,,Ricardo Ycaza,R,183,ECU,19.7,100198,,,Alvaro Betancur,R,,COL,27.8,7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2019-7480,Los Cabos,Hard,32,A,20190729,300,106043,3,,Diego Schwartzman,R,170,ARG,26.9,126203,5,,Taylor Fritz,R,193,USA,21.7,7-6(6) 6-3,3,F,102,2,2,71,39,26,19,11,3,5,5,4,69,35,26,12,10,3,6,27,1485,28,1450
1994-429,Stockholm Masters,Carpet,48,M,19941024,29,101774,8,,Todd Martin,R,198,USA,24.2,101609,,,David Wheaton,R,193,USA,25.3,3-6 6-3 6-3,3,R32,96,12,2,72,46,38,14,13,2,3,13,7,85,50,40,13,14,1,4,10,2312,35,889
1971-352,Paris Indoor,Clay,32,A,19711108,7,100026,,,Andres Gimeno,R,185,ESP,34.2,100083,,,Nicola Spear,R,,SRB,27.7,6-1 6-7 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2003-321,Stuttgart,Clay,48,A,20030714,37,103852,,,Feliciano Lopez,L,188,ESP,21.8,101962,10,,Younes El Aynaoui,R,193,MAR,31.8,3-6 6-4 6-3,3,R16,92,5,3,77,40,29,25,14,4,7,8,3,93,70,43,13,14,7,11,50,730,23,1220
1975-D005,Davis Cup EUR F: NZL vs AUS,Grass,4,D,19750228,5,100219,,,Geoff Masters,R,,AUS,24.4,100135,,,Onny Parun,R,188,NZL,27.8,3-6 8-10 ABD,5,RR,,,,,,,,,,,,,,,,,,,,54,,21,
1987-317,Hilversum,Clay,32,A,19870727,14,101147,,,Claudio Mezzadri,R,180,SUI,22.1,100603,,,Roland Stadler,U,178,SUI,28.1,7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,67,,208,
1998-D050,Davis Cup G2 QF: TPE vs HKG,Carpet,4,D,19980403,5,102119,,,Chih Jung Chen,R,,TPE,25.5,108839,,,Christopher Lai,U,,HKG,28.5,6-4 6-2 6-0,5,RR,,,,,,,,,,,,,,,,,,,,1065,5,,
2016-M021,Madrid Masters,Clay,64,M,20160502,281,106401,,,Nick Kyrgios,R,193,AUS,21.0,104527,4,,Stan Wawrinka,R,183,SUI,31.0,7-6(7) 7-6(2),3,R32,105,7,3,85,60,51,14,12,4,4,11,2,73,41,35,20,12,0,0,21,1705,4,6460
2004-773,Bucharest,Clay,32,A,20040913,25,103835,7,,Filippo Volandri,R,183,ITA,23.0,103812,,,Victor Hanescu,R,198,ROU,23.1,6-3 6-1,3,QF,60,3,0,50,38,27,6,8,5,6,0,0,49,39,18,5,8,2,7,53,715,96,445
2015-540,Wimbledon,Grass,128,G,20150629,57,103852,15,,Feliciano Lopez,L,188,ESP,33.7,104327,,,Steve Darcis,R,178,BEL,31.2,6-2 7-6(4) 6-4,5,R128,,14,2,88,52,43,26,15,1,1,11,3,104,69,49,18,15,6,9,16,1935,80,664
2023-0352,Paris Masters,Hard,64,M,20231030,287,126774,7,,Stefanos Tsitsipas,R,193,GRE,25.2,100644,10,,Alexander Zverev,R,198,GER,26.5,7-6(2) 6-4,3,R16,119,10,1,71,46,36,13,11,2,3,5,0,77,58,39,8,11,4,6,6,4435,9,3540
2006-D059,Davis Cup G2 R1: KUW vs KAZ,Hard,4,D,20060210,5,104463,,,Dmitriy Makeyev,U,,KAZ,21.1,104895,,,Abdullah Maqdas,U,,KUW,18.8,6-2 7-6(1) 3-6 6-0,5,RR,,,,,,,,,,,,,,,,,,,,920,10,1154,5
1987-327,Toulouse,Hard,32,A,19871012,29,100689,1,,Tim Mayotte,R,190,USA,27.1,101084,4,,Jakob Hlasek,R,188,SUI,22.9,6-3 6-1,3,SF,,,,,,,,,,,,,,,,,,,,15,,33,
1982-413,Las Vegas,Hard,32,A,19820425,6,100261,,,Brian Gottfried,R,183,USA,30.2,100655,,,Fritz Buehning,R,196,USA,22.1,6-2 6-2 6-4,5,R32,,,,,,,,,,,,,,,,,,,,20,,55,
2013-402,Memphis,Hard,32,A,20130218,8,105238,7,,Alexandr Dolgopolov,R,180,UKR,24.2,103451,,,Bjorn Phau,R,175,GER,33.3,6-3 6-4,3,R32,65,7,0,55,30,26,15,10,0,0,7,3,57,35,27,10,9,5,7,23,1670,122,447
2022-0741,Eastbourne,Grass,32,A,20220620,298,202195,,,Maxime Cressy,R,198,USA,25.1,111815,1,,Cameron Norrie,L,188,GBR,26.8,7-5 7-5,3,QF,100,10,4,65,44,35,13,12,2,3,4,2,71,44,30,15,12,5,8,60,913,12,3200
1978-540,Wimbledon,Grass,128,G,19780626,252,100127,,,Tom Gorman,R,180,USA,32.4,100073,,,Mark Cox,L,185,GBR,34.9,4-6 8-6 8-6 7-5,5,R64,,,,,,,,,,,,,,,,,,,,38,0,26,0
2023-0337,Vienna,Hard,32,A,20231023,274,126207,7,,Frances Tiafoe,R,188,USA,25.7,105554,,,Daniel Evans,R,175,GBR,33.4,1-4 RET,3,R32,31,3,0,22,15,9,1,2,3,4,1,0,17,10,9,3,3,0,0,14,2400,35,1266
1979-310,Florence,Clay,32,A,19790514,14,100235,,,Antonio Munoz,R,,ESP,28.2,106629,,,Birger Andersson,R,,SWE,28.1,2-6 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1982-704,Ancona,Carpet,32,A,19821115,9,100297,5,,Corrado Barazzutti,R,178,ITA,29.7,100844,,,Jerome Potier,L,180,FRA,20.3,7-6 6-0,3,R32,,,,,,,,,,,,,,,,,,,,85,,,
1983-338,Sydney Outdoor,Grass,64,A,19831212,258,100887,12,,Eric Korita,R,196,USA,20.9,100645,,Q,Huub Van Boeckel,R,190,NED,23.8,6-3 7-5,3,R64,,,,,,,,,,,,,,,,,,,,53,,,
1979-323,Bordeaux,Clay,32,A,19791001,14,100185,,,Patrick Proisy,R,180,FRA,30.0,100155,,,Ramiro Benavides,R,,BOL,32.6,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,,83,,,
1971-657,Hampton,Hard,32,A,19710307,10,100050,,,Martin Mulligan,R,,AUS,30.3,100130,,,Vladimir Zednik,R,,CZE,24.0,4-6 6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-717,Indianapolis,Clay,64,A,19690721,299,100074,2,,Arthur Ashe,R,185,USA,26.0,100081,3,,Charlie Pasarell,R,185,USA,25.4,7-5 6-3 6-2,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1971-388,Dallas WCT,Carpet,32,A,19710501,20,100060,,,Marty Riessen,R,185,USA,29.4,100029,4,,Rod Laver,L,173,AUS,32.7,6-1 7-6,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2008-451,Doha,Hard,32,A,20071231,29,104918,3,,Andy Murray,R,190,GBR,20.6,103786,1,,Nikolay Davydenko,R,178,RUS,26.5,6-4 6-3,3,SF,83,2,1,51,28,21,17,10,0,1,1,2,57,38,24,9,9,6,9,11,1755,4,2825
1980-309,Madrid,Clay,64,A,19800929,36,100653,8,,Andres Gomez,L,193,ECU,20.5,100271,15,,Jean Francois Caujolle,L,,FRA,28.4,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,59,,87,
1997-481,Copenhagen,Carpet,32,A,19970310,9,102344,6,,Karol Kucera,R,188,SVK,23.0,101969,,,Orlin Stanoytchev,R,185,BUL,25.4,6-3 6-0,3,R32,51,6,5,46,28,21,9,8,1,2,1,1,39,19,9,8,7,2,7,61,730,118,378
1980-422,Cincinnati,Hard,64,M,19800818,7,100451,,,Tony Graham,R,,USA,23.8,100236,,,John James,R,183,AUS,29.4,7-6 7-5,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1969-9204,Kingston,Hard,32,A,19690224,284,100103,,,Peter Curtis,R,,GBR,23.4,125625,,,David Tate,U,,CAR,,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1975-329,Tokyo,Clay,64,A,19751102,8,108415,,,Tom Kreiss,R,,USA,,100270,,,Anand Amritraj,R,185,IND,23.6,1-6 6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,81,
1973-481,Copenhagen WCT,Carpet,32,A,19730212,8,100051,,,Premjit Lall,R,,IND,32.3,100255,,,Roscoe Tanner,L,183,USA,21.3,3-6 6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1995-580,Australian Open,Hard,128,G,19950116,3,101735,,,Richard Fromberg,R,196,AUS,24.7,101549,,,Rodolphe Gilbert,L,183,FRA,26.0,6-4 6-2 6-0,5,R128,89,12,2,75,54,49,12,12,0,0,2,5,87,41,28,13,12,7,13,40,881,130,377
2009-520,Roland Garros,Clay,128,G,20090525,25,103602,12,,Fernando Gonzalez,R,183,CHI,28.8,103181,,Q,Jiri Vanek,R,185,CZE,31.0,6-3 6-2 6-3,5,R128,85,18,0,62,34,30,24,13,1,1,4,6,88,51,34,13,13,6,11,12,2945,155,487
2010-5012,Johannesburg,Hard,32,A,20100201,25,104792,1,,Gael Monfils,R,193,FRA,23.4,104229,7,,Yen Hsun Lu,R,180,TPE,26.4,6-1 6-4,3,QF,57,4,2,58,34,24,16,9,4,4,0,4,38,17,12,9,8,0,3,13,2520,125,437
1972-D006,Davis Cup EUR R1: ITA vs AUT,Clay,4,D,19720505,2,100249,,,Paolo Bertolucci,R,175,ITA,20.7,100176,,,Hans Kary,L,172,AUT,23.1,6-3 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1993-494,Jakarta,Hard,32,A,19930111,6,101703,,,Guillaume Raoux,R,180,FRA,22.9,101500,,,Christian Saceanu,R,190,GER,24.5,6-3 6-3,3,R32,70,4,1,53,31,22,14,9,2,3,5,4,51,34,21,5,9,1,5,90,439,120,359
